Planet Name,Stellar Magnitude,Discovery Date,Planet Type,Discovery Method,Orbital Radius,Eccentricity,Planet Mass (Jupiter),Planet Radius (Jupiter),Distance (light-years),Orbital Period (Years)
TOI-237 b,16.37,2020,Super Earth,Transit,0.0341,0.0,0.008401510383889237,0.1285714285714286,124.18357084399999,0.014784394250513347
TOI-122 b,15.526,2020,Neptune-like,Transit,0.0392,0.0,0.024701069855254876,0.243,202.60158407999998,0.013963039014373716
TIC 237913194 b,12.144,2020,Gas Giant,Transit,0.1207,0.57,1.942,1.117,998.2428382799999,0.04161533196440794
MOA-2013-BLG-220L b,12.60683284365942,2014,Gas Giant,Microlensing,3.03,0.07689300021083703,2.74,1.18,21917.6832,5.6
LP 714-47 b,12.492,2020,Neptune-like,Transit,0.0417,0.04,0.09691629955947137,0.419,171.61024096,0.011225188227241615
K2-111 c,11.13,2020,Neptune-like,Radial Velocity,0.11569,0.071,0.03486469477658905,0.297,653.59705464,0.04298425735797399
HD 216520 c,7.53,2020,Neptune-like,Radial Velocity,0.528,0.12,0.029704216488357454,0.271,63.770021119999996,0.4227241615331965
HD 216520 b,7.53,2020,Neptune-like,Radial Velocity,0.198,0.09,0.03228445563247325,0.284,63.770021119999996,0.0971937029431896
HD 190007 b,7.46,2020,Neptune-like,Radial Velocity,0.092,0.14,0.048772813089993705,0.362,41.467799996,0.032032854209445585
TOI-954 b,10.343,2020,Gas Giant,Transit,0.04963,0.14,0.174,0.852,778.75615808,0.010130047912388775
Kepler-595 c,15.067,2020,Super Earth,Transit,0.0983,0.0,0.010383889238514788,0.0900892857142857,2097.21243404,0.033949349760438056
EPIC 201757695.02,14.974,2020,Terrestrial,Transit,0.0296,0.0,0.002164883574575204,0.08107142857142859,1883.877056,0.0054757015742642025
EPIC 201170410.02,17.6984,2020,Super Earth,Transit,0.0349,0.0,0.0036186280679672746,0.09348214285714286,437.04904,0.018617385352498288
OGLE-2017-BLG-1375L b,12.60683284365942,2020,Gas Giant,Microlensing,3.04,0.07689300021083703,11.28,1.11,12817.9308,5.9
OGLE-2017-BLG-0604L b,12.60683284365942,2020,Gas Giant,Microlensing,4.06,0.07689300021083703,0.51,1.27,12883.161999999998,9.8
KMT-2016-BLG-2397L b,12.60683284365942,2020,Gas Giant,Microlensing,3.64,0.07689300021083703,2.63,1.18,15916.412799999998,8.7
KMT-2016-BLG-2364L b,12.60683284365942,2020,Gas Giant,Microlensing,2.63,0.07689300021083703,3.93,1.16,21004.446399999997,6.0
Kepler-462 c,11.632,2020,Neptune-like,Transit,0.7584,0.11,0.018879798615481433,0.357,1945.9282349999999,0.5683778234086242
TOI-837 b,10.635,2020,Gas Giant,Transit,0.0888,0.0,0.379,0.818,464.73316128,0.02272416153319644
NGTS-12 b,12.382,2020,Gas Giant,Transit,0.0757,0.0,0.208,1.048,1456.09736952,0.02053388090349076
GJ 3473 c,13.74,2020,Neptune-like,Radial Velocity,0.0876,0.0,0.023316551290119572,0.235,89.25063246399999,0.04243668720054757
GJ 3473 b,13.74,2020,Super Earth,Transit,0.01589,0.0,0.005852737570799245,0.11285714285714286,89.25063246399999,0.0032854209445585215
TOI-540 b,14.823,2020,Terrestrial,Transit,0.01223,0.0,0.0021208307111390814,0.080625,45.669015431999995,0.0032854209445585215
OGLE-2018-BLG-1269L b,12.60683284365942,2020,Gas Giant,Microlensing,4.51,0.07689300021083703,0.67,1.25,8186.5156,9.1
KMT-2019-BLG-0842L b,12.60683284365942,2020,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.032347388294524854,0.5114834271703597,10828.3792,1.7022587894645302
TOI-421 c,9.931,2020,Neptune-like,Transit,0.117,0.19,0.04436752674638137,0.454,243.95457716399997,0.044079397672826835
TOI-421 b,9.931,2020,Neptune-like,Transit,0.0554,0.13,0.021082441787287604,0.236,243.95457716399997,0.014236824093086927
TOI-1266 c,12.941,2020,Neptune-like,Transit,0.1047,0.34,0.009062303335431088,0.19017857142857142,117.454646408,0.051471594798083505
TOI-1266 b,12.941,2020,Neptune-like,Transit,0.0728,0.22,0.013310258023914412,0.234,117.454646408,0.029842573579739906
KMT-2018-BLG-0748L b,12.60683284365942,2020,Gas Giant,Microlensing,0.62,0.07689300021083703,0.19,0.804,23809.388,1.6
TOI-824 b,11.314,2020,Super Earth,Transit,0.02177,0.07689300021083703,0.05810887350534927,0.26125000000000004,208.49913687199998,0.0038329911019849418
TOI-763 c,10.265,2020,Neptune-like,Transit,0.1011,0.04,0.029326620516047827,0.235,310.26372274399995,0.03367556468172485
TOI-763 b,10.265,2020,Super Earth,Transit,0.06,0.04,0.03080553807426054,0.20357142857142857,310.26372274399995,0.015331964407939767
LTT 9779 b,9.79,2020,Neptune-like,Transit,0.01679,0.0,0.0922592825676526,0.421,262.35108018799997,0.002190280629705681
HD 63433 c,6.92035,2020,Super Earth,Transit,0.146,0.0,0.05412208936438011,0.2305357142857143,73.07035946,0.05612594113620808
HD 63433 b,6.92035,2020,Super Earth,Transit,0.072,0.0,0.1173694147262429,0.19321428571428573,73.07035946,0.01943874058863792
HATS-71 b,16.437,2020,Gas Giant,Transit,0.03745,0.0,0.37,1.024,457.35225099999997,0.010403832991101985
GJ 9066 c,12.71,2020,Gas Giant,Radial Velocity,0.88,0.46,0.21,0.856,14.58243476,2.1
WD 1856+534 b,17.244,2020,Gas Giant,Transit,0.0204,0.0,13.8,0.928,80.677622004,0.0038329911019849418
Kepler-1702 b,16.231,2020,Super Earth,Transit,0.1275,0.0,0.010069225928256766,0.1430357142857143,2795.6135384,0.05065023956194387
Kepler-1701 b,14.722,2020,Neptune-like,Transit,0.5608,0.0,0.017526746381371933,0.19839285714285715,1905.21418152,0.4629705681040383
Kepler-1700 b,13.764,2020,Neptune-like,Transit,0.7576,0.0,0.027564505978602893,0.259,2340.4856713199997,0.6412046543463381
Kepler-1699 b,14.836,2020,Super Earth,Transit,0.0418,0.0,0.009691629955947136,0.13991071428571428,2670.43160404,0.009582477754962354
Kepler-1698 b,13.054,2020,Super Earth,Transit,0.0203,0.0,0.0039332913782252985,0.09580357142857143,725.1915581999999,0.0032854209445585215
Kepler-1697 b,13.556,2020,Super Earth,Transit,0.2008,0.0,0.006670862177470107,0.1125,808.1199827599999,0.0917180013689254
Kepler-1696 b,15.505,2020,Neptune-like,Transit,0.3244,0.0,0.026085588420390177,0.251,4913.0835216,0.1804243668720055
Kepler-1695 b,14.762,2020,Super Earth,Transit,0.0529,0.0,0.0045940843297671485,0.0999107142857143,2580.464733,0.012867898699520876
Kepler-1514 c,11.766,2020,Super Earth,Transit,0.0997,0.32,0.005475141598489616,0.105,1295.7916955199998,0.028747433264887063
Kepler-783 c,14.153,2020,Neptune-like,Transit,0.0684,0.0,0.019005663939584645,0.208,1683.2585004,0.01943874058863792
Kepler-385 d,15.76,2020,Neptune-like,Transit,0.3024,0.0,0.023159219634990562,0.234,4672.543471599999,0.15441478439425052
Kepler-305 e,15.851,2020,Super Earth,Transit,0.0399,0.0,0.012177470106985526,0.16017857142857145,2832.5898441199997,0.008761122518822724
Kepler-1694 b,14.901,2020,Super Earth,Transit,0.0449,0.0,0.005538074260541221,0.10535714285714286,1674.2533332399996,0.010677618069815195
Kepler-1693 b,14.857,2020,Super Earth,Transit,0.1011,0.0,0.0069540591567023285,0.11508928571428571,2478.9976014,0.033127994524298425
Kepler-1692 b,14.674,2020,Super Earth,Transit,0.0646,0.0,0.004468219005663939,0.0992857142857143,1927.64392964,0.01642710472279261
Kepler-1691 b,14.893,2020,Super Earth,Transit,0.0495,0.0,0.01264946507237256,0.16383928571428572,4134.5817652,0.010403832991101985
Kepler-1690 b,14.882,2020,Neptune-like,Transit,0.7097,0.0,0.026117054751415986,0.251,2295.4500508399997,0.6422997946611909
Kepler-1689 b,12.227,2020,Terrestrial,Transit,0.0798,0.0,0.0025141598489616113,0.08455357142857144,959.2965503199999,0.02327173169062286
Kepler-1688 b,14.142,2020,Super Earth,Transit,0.0577,0.0,0.006702328508495909,0.11267857142857143,1850.7620162526039,0.015331964407939767
Kepler-1687 b,15.928,2020,Super Earth,Transit,0.0532,0.0,0.010635619886721208,0.14785714285714285,1360.1161818399999,0.01587953456536619
Kepler-1686 b,13.661,2020,Super Earth,Transit,0.0866,0.0,0.008244178728760227,0.12732142857142859,2380.36150388,0.025462012320328544
Kepler-1685 b,16.096,2020,Neptune-like,Transit,0.1485,0.0,0.02252989301447451,0.23,3724.3427484,0.05612594113620808
Kepler-1684 b,15.951,2020,Neptune-like,Transit,0.2253,0.0,0.027061044682190054,0.256,2028.6772737599997,0.13059548254620124
Kepler-1683 b,14.962,2020,Super Earth,Transit,0.1182,0.0,0.013121460037759597,0.1674107142857143,2391.18988308,0.04106776180698152
Kepler-1682 b,15.907,2020,Neptune-like,Transit,0.1134,0.0,0.027375707992448078,0.258,3782.9203659999994,0.0405201916495551
Kepler-1681 b,14.646,2020,Neptune-like,Transit,0.32,0.0,0.022183763373190685,0.228,2473.2409479999997,0.1913757700205339
Kepler-1680 b,13.85,2020,Super Earth,Transit,0.0784,0.0,0.0076148521082441785,0.12142857142857144,1012.1109913999999,0.024093086926762493
Kepler-1679 b,15.327,2020,Super Earth,Transit,0.0892,0.0,0.015512901195720578,0.18473214285714287,2965.6712767999998,0.026830937713894595
Kepler-1678 b,15.02,2020,Neptune-like,Transit,0.5302,0.0,0.03429830081812461,0.295,2763.64698884,0.405201916495551
Kepler-1677 b,13.806,2020,Neptune-like,Transit,0.1624,0.0,0.024417872876022654,0.241,2398.45011564,0.060506502395619444
Kepler-1676 b,13.485,2020,Neptune-like,Transit,0.1954,0.0,0.0355569540591567,0.301,3036.86420241578,0.08186173853524982
Kepler-1675 b,13.672,2020,Neptune-like,Transit,0.3076,0.0,0.031246066708621772,0.279,2123.65716252,0.17248459958932238
Kepler-1674 b,15.697,2020,Neptune-like,Transit,0.3017,0.0,0.032724984266834484,0.286,3302.2642687999996,0.17138945927446955
Kepler-1673 b,13.783,2020,Neptune-like,Transit,0.2127,0.0,0.028099433606041533,0.262,2371.76403172,0.09253935660506502
Kepler-1672 b,12.548,2020,Neptune-like,Transit,0.5726,0.0,0.028665827564505975,0.265,1275.8603023599999,0.4131416837782341
Kepler-1671 b,13.439,2020,Super Earth,Transit,0.0491,0.0,0.007300188797986154,0.11839285714285716,1164.56935204,0.011498973305954827
Kepler-1670 b,15.743,2020,Neptune-like,Transit,0.1528,0.0,0.035242290748898675,0.299,6738.3177288,0.05612594113620808
Kepler-1669 b,16.473,2020,Neptune-like,Transit,0.0745,0.0,0.025645059786028948,0.248,1772.4752126399997,0.026009582477754964
Kepler-1668 b,15.792,2020,Neptune-like,Transit,0.124,0.0,0.054751415984896155,0.388,4356.2699984,0.042162902121834364
Kepler-1667 b,13.52,2020,Neptune-like,Transit,0.4256,0.0,0.028917558212712396,0.266,2044.4077776399997,0.22888432580424364
Kepler-1666 c,15.104,2020,Neptune-like,Transit,0.2383,0.0,0.03303964757709251,0.289,4498.898017199999,0.11143052703627652
Kepler-1085 c,15.273,2020,Neptune-like,Transit,0.3002,0.0,0.03366897419760856,0.292,4450.496466799999,0.15550992470910335
Kepler-1001 c,15.582,2020,Super Earth,Transit,0.084,0.0,0.009786028949024543,0.14089285714285715,3029.9174856799996,0.02518822724161533
Kepler-716 c,15.314,2020,Super Earth,Transit,0.046,0.0,0.007929515418502203,0.12437500000000001,2071.11995404,0.010951403148528405
Kepler-647 c,14.067,2020,Neptune-like,Transit,0.1827,0.0,0.04751415984896161,0.357,3548.1532771999996,0.0813141683778234
Kepler-598 c,14.829,2020,Neptune-like,Transit,0.3576,0.0,0.02957835116425425,0.27,2221.40285416,0.23682409308692676
Kepler-1666 b,15.104,2020,Neptune-like,Transit,0.1761,0.0,0.02724984266834487,0.257,4498.898017199999,0.07063655030800822
Kepler-1665 b,13.737,2020,Neptune-like,Transit,0.1006,0.0,0.026557583385777215,0.253,1094.3023033999998,0.03285420944558522
Kepler-1664 b,13.621,2020,Neptune-like,Transit,0.1137,0.0,0.029735682819383255,0.271,2043.99029796,0.03942505133470226
Kepler-1663 b,16.069,2020,Neptune-like,Transit,0.1072,0.0,0.03429830081812461,0.295,1102.16592456,0.048186173853524986
K2-326 b,15.982,2020,Neptune-like,Transit,0.0198,0.07689300021083703,0.01831340465701699,0.203,920.7644804799999,0.003559206023271732
K2-325 b,17.77,2020,Neptune-like,Transit,0.0419,0.07689300021083703,0.01724354940213971,0.19642857142857145,364.11403528,0.0188911704312115
K2-324 b,15.223,2020,Neptune-like,Transit,0.0331,0.07689300021083703,0.02039018250471995,0.217,445.74762052,0.009034907597535934
K2-323 b,14.935,2020,Neptune-like,Transit,0.1275,0.07689300021083703,0.01592196349905601,0.18750000000000003,385.90125608,0.06817248459958931
K2-322 b,13.963,2020,Super Earth,Transit,0.0594,0.07689300021083703,0.013687853996224039,0.17142857142857143,402.5254274,0.02245037645448323
K2-321 b,13.677,2020,Super Earth,Transit,0.041,0.07689300021083703,0.014033983637507866,0.17410714285714288,253.386682528,0.006297056810403832
K2-320 b,17.81,2020,Neptune-like,Transit,0.0142,0.07689300021083703,0.023190685966016363,0.234,354.6620344,0.0054757015742642025
K2-319 b,12.213,2020,Neptune-like,Transit,0.1516,0.07689300021083703,0.02580239144115796,0.249,681.8976107599999,0.0731006160164271
K2-318 b,15.8,2020,Super Earth,Transit,0.0911,0.07689300021083703,0.01066708621774701,0.14821428571428572,482.27383096,0.019164955509924708
K2-317 b,17.74,2020,Neptune-like,Transit,0.0542,0.07689300021083703,0.02803650094398993,0.261,574.9836739599999,0.016974674880219028
K2-316 c,17.14,2020,Super Earth,Transit,0.0582,0.07689300021083703,0.012617998741346758,0.16339285714285717,366.87983815999996,0.014510609171800136
K2-316 b,17.14,2020,Super Earth,Transit,0.0147,0.07689300021083703,0.007331655129011957,0.11875000000000001,366.87983815999996,0.0030116358658453116
HIP 48714 b,8.99,2020,Neptune-like,Radial Velocity,0.112,0.5,0.07205789804908747,0.456,34.343574487999994,0.0487337440109514
HIP 4845 b,10.06,2020,Neptune-like,Radial Velocity,0.176,0.25,0.045311516677155446,0.347,68.81043594399999,0.09363449691991788
HIP 38594 c,9.75,2020,Gas Giant,Radial Velocity,3.805,0.16,0.15228,0.708,58.018586215999996,9.5
HIP 38594 b,9.75,2020,Neptune-like,Radial Velocity,0.256,0.17,0.025487728130899934,0.247,58.018586215999996,0.16618754277891856
HIP 107772 b,10.56,2020,Neptune-like,Radial Velocity,0.243,0.18,0.040591567023285084,0.325,77.11436770399999,0.151129363449692
GJ 687 c,9.15,2020,Neptune-like,Radial Velocity,1.165,0.4,0.05034612964128382,0.369,14.838108448399998,2.0
GJ 480 b,11.49,2020,Neptune-like,Radial Velocity,0.068,0.1,0.04153555695405915,0.33,46.430915848,0.026283367556468172
GJ 2056 b,10.37,2020,Neptune-like,Radial Velocity,0.283,0.72,0.05097545626179987,0.372,92.769855704,0.19164955509924708
KMT-2019-BLG-1953L b,12.60683284365942,2020,Gas Giant,Microlensing,15.25358028598593,0.07689300021083703,0.64,1.26,22961.3824,0.999315537303217
KMT-2019-BLG-1339L b,12.60683284365942,2020,Gas Giant,Microlensing,2.15,0.07689300021083703,1.25,1.22,19960.747199999998,4.6
K2-315 b,17.67,2020,Terrestrial,Transit,15.25358028598593,0.07689300021083703,0.0025456261799874135,0.08482142857142858,185.80650701599998,0.008487337440109514
HATS-38 b,11.967,2020,Neptune-like,Transit,0.05036,0.0,0.07400698552548772,0.614,1120.427399,0.012046543463381246
HATS-37 A b,12.341,2020,Neptune-like,Transit,0.04913,0.0,0.09900934550031466,0.606,691.1115177599999,0.011772758384668035
