Planet Name,Stellar Magnitude,Discovery Date,Planet Type,Discovery Method,Orbital Radius,Eccentricity,Planet Mass (Jupiter),Planet Radius (Jupiter),Distance (light-years),Orbital Period (Years)
Kepler-1244 b,12.444,2016,Super Earth,Transit,0.0502,0.0,0.007520453115166772,0.1205357142857143,3508.8188635999995,0.010130047912388775
Kepler-1242 b,15.714,2016,Neptune-like,Transit,0.1039,0.0,0.018030207677784772,0.202,2242.6975794,0.037234770704996575
Kepler-1241 b,15.886,2016,Neptune-like,Transit,0.1336,0.0,0.023316551290119572,0.235,3159.54492632,0.05092402464065709
Kepler-1240 b,14.092,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.005034612964128383,0.5114834271703597,2812.07137016,1.7022587894645302
Kepler-1239 b,15.391,2016,Neptune-like,Transit,0.0625,0.0,0.02753303964757709,0.259,6981.695335999999,0.014236824093086927
Kepler-1237 b,16.012,2016,Neptune-like,Transit,0.3778,0.0,0.026903713027061047,0.255,3471.3109235999996,0.23162217659137577
Kepler-1236 b,16.145,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.016425424795468848,0.5114834271703597,3260.3858383999996,1.7022587894645302
Kepler-1235 b,14.079,2016,Terrestrial,Transit,0.0491,0.0,0.00131529263687854,0.0705357142857143,1763.2123822400001,0.011498973305954827
Kepler-1233 b,14.82,2016,Neptune-like,Transit,0.263,0.0,0.022876022655758336,0.232,3844.400772,0.12347707049965777
Kepler-1232 b,14.97,2016,Super Earth,Transit,0.1673,0.0,0.013782252989301446,0.17232142857142857,2064.1271693999997,0.07337440109514032
Kepler-1231 b,14.808,2016,Super Earth,Transit,0.0914,0.0,0.008181246066708621,0.12678571428571428,3219.93270972,0.028473648186173855
Kepler-1230 b,15.628,2016,Neptune-like,Transit,0.0921,0.0,0.024543738200125863,0.242,4449.4853832,0.02737850787132101
Kepler-1228 b,15.061,2016,Super Earth,Transit,0.0125,0.0,0.009408432976714915,0.1375,1681.1808866799997,0.0016427104722792608
Kepler-1227 b,14.276,2016,Neptune-like,Transit,0.4092,0.0,0.0184392699811202,0.204,2034.2545413599998,0.2581793292265571
Kepler-1226 b,14.324,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.008495909376966647,0.5114834271703597,3671.6033232,1.7022587894645302
Kepler-1225 b,14.819,2016,Super Earth,Transit,0.0771,0.0,0.01249213341724355,0.1625,4395.0173312,0.019164955509924708
Kepler-1223 b,14.911,2016,Super Earth,Transit,0.1186,0.0,0.006230333543108873,0.10892857142857143,1500.17735292,0.04462696783025325
Kepler-1222 b,14.21,2016,Terrestrial,Transit,0.0282,0.0,0.00131529263687854,0.0705357142857143,1354.25842008,0.005201916495550993
Kepler-1221 b,15.909,2016,Super Earth,Transit,0.0906,0.0,0.013184392699811203,0.16785714285714287,2979.924294,0.03285420944558522
Kepler-1220 b,15.194,2016,Super Earth,Transit,0.0734,0.0,0.009188168659534297,0.13571428571428573,3137.31739492,0.02026009582477755
Kepler-1219 b,12.339,2016,Neptune-like,Transit,0.1418,0.0,0.016173694147262427,0.1892857142857143,2873.0918961999996,0.044079397672826835
Kepler-1218 b,13.73,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.008401510383889237,0.5114834271703597,2741.35096468,1.7022587894645302
Kepler-1217 b,15.343,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.014537444933920705,0.5114834271703597,4395.6370276,1.7022587894645302
Kepler-1216 b,15.262,2016,Super Earth,Transit,0.0519,0.0,0.0078980490874764,0.12410714285714286,4104.216641599999,0.012046543463381246
XO-4 b,10.814,2010,Gas Giant,Transit,0.05524,0.0,1.42,1.25,889.2806417999999,0.011225188227241615
WTS-2 b,15.954,2014,Gas Giant,Transit,0.01855,0.0,1.12,1.363,3361.91280005664,0.0027378507871321013
WASP-97 b,10.57,2014,Gas Giant,Transit,0.03303,0.0,1.36,1.14,492.71734608,0.005749486652977413
Kepler-755 c,14.277,2016,Super Earth,Transit,0.0367,0.0,0.006702328508495909,0.1125,1301.47333304,0.007939767282683094
Kepler-755 b,14.277,2016,Super Earth,Transit,0.0214,0.0,0.011799874134675896,0.15714285714285717,1301.47333304,0.003559206023271732
Kepler-754 b,15.352,2016,Super Earth,Transit,0.116,0.0,0.014789175582127124,0.17946428571428572,5773.8418212,0.03997262149212868
Kepler-753 b,14.891,2016,Super Earth,Transit,0.054,0.0,0.013561988672120828,0.1705357142857143,896.1690565199999,0.015605749486652979
Kepler-752 b,15.864,2016,Neptune-like,Transit,0.1353,0.0,0.026117054751415986,0.251,4019.1877723999996,0.051471594798083505
Kepler-751 b,15.211,2016,Neptune-like,Transit,0.1263,0.0,0.020830711139081182,0.219,2480.1880708,0.047638603696098555
Kepler-750 c,14.634,2016,Super Earth,Transit,0.0533,0.0,0.01025802391441158,0.14464285714285716,4227.0469912,0.011225188227241615
Kepler-750 b,14.634,2016,Neptune-like,Transit,0.093,0.0,0.030333543108873505,0.274,4227.0469912,0.025735797399041752
Kepler-748 b,15.37,2016,Neptune-like,Transit,0.0745,0.0,0.02171176840780365,0.225,5564.188744399999,0.02026009582477755
Kepler-747 b,15.595,2016,Neptune-like,Transit,0.1916,0.0,0.07583385777218377,0.47,10916.9631696,0.0974674880219028
Kepler-746 b,13.785,2016,Super Earth,Transit,0.0435,0.0,0.0044367526746381366,0.09910714285714287,1467.702,0.009582477754962354
Kepler-744 b,13.718,2016,Super Earth,Transit,0.0993,0.0,0.01025802391441158,0.14464285714285716,1467.5845838399998,0.033127994524298425
Kepler-743 b,12.66,2016,Super Earth,Transit,0.0418,0.0,0.006041535556954059,0.10803571428571429,909.9328397200001,0.008761122518822724
Kepler-742 b,15.357,2016,Neptune-like,Transit,0.0744,0.0,0.03335431088735053,0.289,1595.72801468,0.022997946611909653
Kepler-415 c,16.142,2014,Super Earth,Transit Timing,0.0695,0.0,0.014789175582127124,0.17946428571428572,1730.2151797199997,0.023819301848049278
Kepler-414 c,13.378,2014,Neptune-like,Transit Timing Variations,0.0699,0.0,0.09408432976714914,0.269,1348.5245975999999,0.01971252566735113
Kepler-414 b,13.378,2014,Super Earth,Transit Timing,0.0527,0.0,0.011013215859030836,0.15267857142857144,1348.5245975999999,0.012867898699520876
Kepler-412 b,14.399,2014,Gas Giant,Transit,0.02897,0.0,0.941,1.341,3542.8369344,0.004654346338124572
Kepler-411 b,12.448,2013,Super Earth,Transit,0.0375,0.15,0.08055380742605413,0.21437499999999998,501.22349455999995,0.008213552361396304
Kepler-247 b,15.199,2014,Super Earth,Transit,0.042,0.0,0.010478288231592196,0.14642857142857144,2164.73324916,0.009034907597535934
Kepler-246 c,15.197,2014,Super Earth,Transit,0.095,0.0,0.008999370673379484,0.13392857142857142,2041.9909616799998,0.030663928815879534
Kepler-245 d,15.546,2014,Neptune-like,Transit,0.202,0.0,0.06796727501573317,0.27,2809.92200212,0.09938398357289527
Kepler-245 c,15.546,2014,Super Earth,Transit,0.124,0.0,0.71,0.19464285714285717,2809.92200212,0.04791238877481177
Kepler-245 b,15.546,2014,Neptune-like,Transit,0.071,0.0,0.022435494021397103,0.229,2809.92200212,0.02053388090349076
Kepler-244 d,15.747,2014,Super Earth,Transit,0.14,0.0,0.04782882315921963,0.20625000000000002,3380.5743244,0.05503080082135524
Kepler-244 b,15.747,2014,Neptune-like,Transit,0.05,0.0,0.025330396475770928,0.246,3380.5743244,0.011772758384668035
Kepler-243 c,15.159,2014,Super Earth,Transit,0.142,0.0,0.014537444933920705,0.17767857142857144,2263.0660216,0.05475701574264202
Kepler-243 b,15.159,2014,Neptune-like,Transit,0.062,0.0,0.020673379483952172,0.219,2263.0660216,0.015605749486652979
Kepler-242 b,15.489,2014,Neptune-like,Transit,0.075,0.0,0.02303335431088735,0.233,1957.7220359599999,0.02245037645448323
Kepler-241 c,15.708,2014,Neptune-like,Transit,0.189,0.0,0.022435494021397103,0.229,1669.91872,0.09883641341546887
Kepler-241 b,15.708,2014,Neptune-like,Transit,0.094,0.0,0.019005663939584645,0.208,1669.91872,0.03477070499657769
Kepler-240 c,15.953,2014,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.322,0.5114834271703597,2436.1472261199997,1.7022587894645302
Kepler-240 b,15.953,2014,Super Earth,Transit,0.048,0.0,0.007709251101321586,0.1223214285714286,2436.1472261199997,0.011225188227241615
Kepler-239 c,15.252,2014,Neptune-like,Transit,0.268,0.0,0.021554436752674638,0.224,2113.84639004,0.1538672142368241
Kepler-239 b,15.252,2014,Neptune-like,Transit,0.095,0.0,0.019005663939584645,0.208,2113.84639004,0.0323066392881588
Kepler-238 f,15.297,2013,Super Earth,Transit,0.2747,0.0,0.04247954688483323,0.17857142857142858,5866.731049999999,0.1379876796714579
Kepler-238 e,15.297,2013,Neptune-like,Transit,0.1658,0.0,0.534,0.5,5866.731049999999,0.0648870636550308
Kepler-238 d,15.297,2014,Neptune-like,Transit,0.115,0.0,0.030333543108873505,0.274,5866.731049999999,0.036139630390143736
Kepler-238 c,15.297,2014,Neptune-like,Transit,0.069,0.0,0.019823788546255505,0.213,5866.731049999999,0.016974674880219028
Kepler-238 b,15.297,2014,Super Earth,Transit,0.034,0.0,0.01145374449339207,0.15446428571428572,5866.731049999999,0.005749486652977413
Kepler-237 c,15.689,2014,Super Earth,Transit,0.071,0.0,0.01567023285084959,0.18571428571428572,2145.52592232,0.022176591375770018
K2-30 b,13.547,2016,Gas Giant,Transit,0.04839,0.0,0.579,1.039,1086.23646552,0.011225188227241615
K2-21 c,12.851,2015,Super Earth,Transit,0.107,0.21,0.021271239773442415,0.22232142857142861,272.812533888,0.04243668720054757
K2-21 b,12.851,2015,Neptune-like,Transit,0.076,0.1,0.012712397734424166,0.1642857142857143,272.812533888,0.025462012320328544
HATS-8 b,14.512,2015,Gas Giant,Transit,0.04667,0.376,0.138,0.873,2591.7562537199997,0.009856262833675565
HAT-P-1 b,9.827,2006,Gas Giant,Transit,0.05561,0.0,0.525,1.319,518.5195472400001,0.012320328542094456
XO-1 b,11.251,2006,Gas Giant,Transit,0.0488,0.0,0.83,1.14,533.4379226799999,0.010677618069815195
WTS-1 b,16.644,2012,Gas Giant,Transit,0.047,0.1,4.01,1.49,7651.652375600001,0.009308692676249144
WASP-99 b,9.475,2014,Gas Giant,Transit,0.0717,0.0,2.43,1.02,517.4791095999999,0.01587953456536619
WASP-98 b,13.252,2014,Gas Giant,Transit,0.03762,0.07,0.922,1.144,918.91843752,0.008213552361396304
WASP-96 b,12.569,2014,Gas Giant,Transit,0.0453,0.0,0.48,1.2,1149.58248384,0.009308692676249144
WASP-95 b,10.092,2014,Gas Giant,Transit,0.03416,0.0,1.44,1.23,448.60800864,0.006023271731690623
WASP-88 b,11.388,2014,Gas Giant,Transit,0.06431,0.0,0.42,1.46,1708.2616193599997,0.013689253935660506
WASP-80 b,11.841,2012,Gas Giant,Transit,0.0344,0.0,0.538,0.999,162.38524465599997,0.008487337440109514
WASP-78 b,11.965,2012,Gas Giant,Transit,0.03488,0.0,1.11,1.93,2460.05772248,0.006023271731690623
WASP-75 b,11.591,2013,Gas Giant,Transit,0.0375,0.0,1.07,1.27,958.9019015599998,0.006844626967830253
WASP-72 b,10.868,2012,Gas Giant,Transit,0.03711,0.0,2.3,1.29,1417.9762562399999,0.006023271731690623
WASP-71 b,10.56,2012,Gas Giant,Transit,0.04622,0.0,1.39,1.18,1183.0167353999998,0.007939767282683094
WASP-69 b,9.873,2014,Gas Giant,Transit,0.04525,0.0,0.29,1.11,162.94916838,0.010677618069815195
WASP-117 b,10.139,2014,Gas Giant,Transit,0.09459,0.3,0.3,1.06,515.20580228,0.02737850787132101
WASP-106 b,11.21,2014,Gas Giant,Transit,0.0917,0.0,1.62,1.02,1148.65946236,0.025462012320328544
WASP-104 b,11.779,2014,Gas Giant,Transit,0.02918,0.0,1.272,1.137,606.4283739199999,0.004928131416837783
WASP-103 b,12.402,2014,Gas Giant,Transit,0.01985,0.15,1.49,1.528,1225.19522932,0.0024640657084188913
WASP-101 b,10.336,2014,Gas Giant,Transit,0.05057,0.0,0.51,1.43,656.30414944,0.009856262833675565
WASP-100 b,10.798,2014,Gas Giant,Transit,0.04574,0.0,1.26,1.33,1188.5483411599998,0.0076659822039698835
Kepler-741 b,15.186,2016,Neptune-like,Transit,0.0744,0.0,0.028665827564505975,0.265,5420.288717199999,0.019164955509924708
Kepler-739 b,15.711,2016,Neptune-like,Transit,0.1054,0.0,0.03461296412838263,0.296,4470.457214,0.034223134839151265
Kepler-738 b,15.793,2016,Neptune-like,Transit,0.1552,0.0,0.021397105097545624,0.223,3632.2362940000003,0.0673511293634497
Kepler-1215 b,14.539,2016,Super Earth,Transit,0.0528,0.0,0.006230333543108873,0.10892857142857143,2155.96291432,0.013141683778234086
Kepler-1214 b,15.459,2016,Neptune-like,Transit,0.128,0.0,0.019414726242920073,0.211,2378.4176141199996,0.051471594798083505
Kepler-1213 b,13.416,2016,Super Earth,Transit,0.0635,0.0,0.005695405915670233,0.10625,2634.72730672,0.014510609171800136
Kepler-1212 b,15.133,2016,Neptune-like,Transit,0.1082,0.0,0.016425424795468848,0.1910714285714286,4294.072049199999,0.03531827515400411
Kepler-1211 b,16.016,2016,Neptune-like,Transit,0.0985,0.0,0.022152297042164884,0.227,5957.3371867999995,0.030116358658453114
Kepler-1210 b,15.649,2016,Super Earth,Transit,0.0753,0.0,0.011107614852108243,0.1517857142857143,3837.3231868,0.022176591375770018
Kepler-1209 b,12.554,2016,Super Earth,Transit,0.18,0.0,0.009093769666456891,0.1348214285714286,1648.8196883599999,0.06954140999315538
Kepler-1208 b,16.256,2016,Neptune-like,Transit,0.0901,0.0,0.01884833228445563,0.207,2691.36103456,0.030390143737166322
Kepler-1207 b,14.595,2016,Super Earth,Transit,0.1156,0.0,0.01025802391441158,0.14464285714285716,5721.3959364,0.037508555783709784
Kepler-1206 b,15.971,2016,Super Earth,Transit,0.0201,0.0,0.010478288231592196,0.14642857142857144,2485.37068964,0.0032854209445585215
Kepler-1205 b,15.316,2016,Super Earth,Transit,0.0196,0.0,0.008086847073631213,0.12589285714285714,2278.1507366,0.0030116358658453116
Kepler-1204 b,15.45,2016,Neptune-like,Transit,0.3877,0.0,0.029987413467589676,0.272,3833.0505432,0.2346338124572211
Kepler-1203 b,15.385,2016,Super Earth,Transit,0.0114,0.0,0.0037759597230962866,0.09464285714285715,1033.98627432,0.0016427104722792608
Kepler-1202 b,15.833,2016,Neptune-like,Transit,0.179,0.0,0.028193832599118944,0.262,3833.5723928,0.07857631759069131
Kepler-1201 b,14.765,2016,Neptune-like,Transit,0.1183,0.0,0.0184392699811202,0.204,3079.69867596,0.04161533196440794
Kepler-1200 b,16.06,2016,Super Earth,Transit,0.0188,0.0,0.0037759597230962866,0.09464285714285715,1920.1292954,0.0030116358658453116
Kepler-1199 b,13.173,2016,Super Earth,Transit,0.1152,0.0,0.005034612964128383,0.10267857142857142,1837.86622908,0.04106776180698152
Kepler-1198 b,14.986,2016,Super Earth,Transit,0.0732,0.0,0.00868470736312146,0.13125,2423.4369267999996,0.021081451060917182
Kepler-1197 b,15.346,2016,Super Earth,Transit,0.0283,0.0,0.006607929515418502,0.11160714285714286,1588.1840264,0.0054757015742642025
Kepler-1196 b,15.009,2016,Neptune-like,Transit,0.3179,0.0,0.017621145374449337,0.19910714285714287,3008.2444194799996,0.1812457221081451
Kepler-1195 b,16.003,2016,Super Earth,Transit,0.0726,0.0,0.01567023285084959,0.18571428571428572,2995.95812296,0.02327173169062286
Kepler-1194 b,14.31,2016,Super Earth,Transit,0.1212,0.0,0.009093769666456891,0.1348214285714286,2470.2468359199997,0.044353182751540036
Kepler-1193 b,13.577,2016,Super Earth,Transit,0.0403,0.0,0.007237256135934549,0.11785714285714287,2616.14946096,0.0076659822039698835
Kepler-1192 b,15.858,2016,Neptune-like,Transit,0.1693,0.0,0.019414726242920073,0.211,4253.6939364,0.06899383983572895
Kepler-1191 b,15.319,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.009093769666456891,0.5114834271703597,3116.5379961599997,1.7022587894645302
Kepler-1190 b,14.665,2016,Super Earth,Transit,0.0845,0.0,0.007331655129011957,0.11875000000000001,1117.11365404,0.028747433264887063
Kepler-1189 b,14.463,2016,Super Earth,Transit,0.0467,0.0,0.011894273127753303,0.1580357142857143,2553.3187691199996,0.010403832991101985
Kepler-1188 b,14.941,2016,Super Earth,Transit,0.135,0.0,0.01567023285084959,0.18571428571428572,5601.6640688,0.04681724845995894
WASP-82 b,10.073,2015,Gas Giant,Transit,0.0447,0.0,1.17,1.62,899.0946758399999,0.007392197125256674
WASP-7 b,9.504,2008,Gas Giant,Transit,0.0617,0.03,0.96,1.33,529.3609726799999,0.013689253935660506
WASP-79 b,10.044,2012,Gas Giant,Transit,0.0519,0.0,0.85,1.53,804.5942363999999,0.010130047912388775
WASP-73 b,10.468,2014,Gas Giant,Transit,0.05512,0.0,2.86,1.42,1032.86429768,0.011225188227241615
WASP-68 b,10.674,2014,Neptune-like,Transit,15.25358028598593,0.07689300021083703,1.08,0.5114834271703597,738.41392244,1.7022587894645302
WASP-67 b,12.537,2012,Gas Giant,Transit,0.05179,0.0,0.43,1.15,617.96451164,0.012594113620807664
WASP-66 b,11.605,2012,Gas Giant,Transit,0.0546,0.0,2.35,1.4,1631.62148248,0.011225188227241615
WASP-65 b,11.869,2013,Gas Giant,Transit,0.0334,0.0,1.55,1.112,892.6987566799999,0.006297056810403832
WASP-64 b,12.704,2012,Gas Giant,Transit,0.02648,0.0,1.271,1.271,1206.53584456,0.004380561259411362
WASP-62 b,10.213,2012,Gas Giant,Transit,0.0571,0.0,0.52,1.32,572.83104436,0.012046543463381246
WASP-59 b,12.659,2012,Gas Giant,Transit,0.0697,0.1,0.863,0.775,378.13222016,0.021629021218343602
WASP-55 b,11.753,2012,Gas Giant,Transit,0.0558,0.0,0.61,1.33,970.1901607199999,0.012320328542094456
WASP-49 b,11.352,2012,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.37,0.5114834271703597,634.54628268,1.7022587894645302
WASP-45 b,11.801,2011,Gas Giant,Transit,0.03963,0.043,0.964,0.946,688.82842576,0.008487337440109514
WASP-41 b,11.632,2012,Gas Giant,Transit,0.04022,0.0,0.85,1.1,532.84431876,0.008487337440109514
WASP-37 b,12.815,2010,Gas Giant,Transit,0.0446,0.0,1.8,1.16,1281.11141396,0.009856262833675565
WASP-33 b,8.14,2010,Gas Giant,Transit,0.0239,0.0,2.093,1.593,397.72767264,0.0032854209445585215
WASP-2 b,11.728,2007,Gas Giant,Transit,0.03144,0.01,0.931,1.081,499.80797751999995,0.006023271731690623
WASP-29 b,11.331,2010,Gas Giant,Transit,0.0457,0.03,0.23,0.77,285.69732666799996,0.010677618069815195
WASP-24 b,11.219,2010,Gas Giant,Transit,0.03651,0.0,1.24,1.38,1050.5941378399998,0.006297056810403832
WASP-16 b,11.288,2009,Gas Giant,Transit,0.0415,0.0,1.24,1.22,633.17968904,0.008487337440109514
WASP-12 b,11.569,2008,Gas Giant,Transit,0.0232,0.04,1.465,1.937,1393.4884637599998,0.0030116358658453116
Qatar-2 b,13.443,2011,Gas Giant,Transit,0.02153,0.0,2.494,1.254,591.5621834399999,0.003559206023271732
Pr0201 b,10.445,2012,Gas Giant,Radial Velocity,0.06,0.0,0.54,1.27,589.1681983999999,0.012046543463381246
POTS-1 b,17.9083,2013,Gas Giant,Transit,0.03734,0.07689300021083703,2.31,0.941,2439.5131560399996,0.008761122518822724
PH1 b,13.841,2012,Neptune-like,Transit,0.652,0.07,0.531,0.551,3369.7133296,0.37864476386036966
OGLE-TR-182 b,16.9195,2007,Gas Giant,Transit,0.051,0.0,1.01,1.13,8159.60773,0.010951403148528405
Kepler-737 b,15.971,2016,Super Earth,Transit,0.1422,0.0,0.014159848961611076,0.17500000000000002,669.00466408,0.0783025325119781
Kepler-736 b,15.809,2016,Neptune-like,Transit,0.0428,0.0,0.02803650094398993,0.261,3279.2702707999997,0.009856262833675565
Kepler-734 b,14.469,2016,Neptune-like,Transit,0.0583,0.0,0.03901825047199497,0.318,3774.3098476,0.016700889801505817
Kepler-733 b,15.561,2016,Neptune-like,Transit,0.1483,0.0,0.026274386406544996,0.252,2989.89162136,0.05694729637234771
Kepler-732 c,16.53,2016,Super Earth,Transit,0.0143,0.0,0.0067652611705475135,0.11339285714285716,570.2054885599999,0.0024640657084188913
Kepler-731 b,15.386,2016,Gas Giant,Transit,0.0505,0.0,1.3748344376203327,1.238,4100.3027696,0.010677618069815195
Kepler-730 b,15.782,2016,Gas Giant,Transit,0.0694,0.0,1.3748344376203327,1.1,6311.249062399999,0.01779603011635866
Kepler-729 b,15.567,2016,Neptune-like,Transit,0.0432,0.0,0.03933291378225299,0.319,6265.945994,0.008761122518822724
Kepler-728 b,15.585,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.034927627438640654,0.5114834271703597,5757.4035588,1.7022587894645302
Kepler-726 b,15.362,2016,Neptune-like,Transit,0.1406,0.0,0.03366897419760856,0.291,2485.5729063599997,0.05968514715947981
Kepler-725 b,15.145,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.25,0.5114834271703597,2473.79215164,1.7022587894645302
Kepler-724 b,15.284,2016,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.033983637507866586,0.5114834271703597,2782.49880564,1.7022587894645302
Kepler-723 b,15.452,2016,Gas Giant,Transit,0.0479,0.0,1.3748344376203327,1.088,3495.7400079999998,0.011225188227241615
Kepler-722 b,15.489,2016,Neptune-like,Transit,0.0514,0.0,0.023316551290119572,0.235,4042.70362,0.011225188227241615
Kepler-721 b,15.963,2016,Neptune-like,Transit,0.0583,0.0,0.023473882945248582,0.236,3022.1549728799996,0.014784394250513347
Kepler-720 b,15.462,2016,Gas Giant,Transit,0.0539,0.0,0.168,0.75,3474.7681771999996,0.012867898699520876
Kepler-719 b,16.128,2016,Gas Giant,Transit,0.0556,0.0,0.172,0.76,8145.7787156,0.013689253935660506
Kepler-717 b,15.756,2016,Neptune-like,Transit,0.052,0.0,0.02026431718061674,0.216,9150.2413488,0.012046543463381246
Kepler-716 b,15.314,2016,Neptune-like,Transit,0.0873,0.0,0.02753303964757709,0.259,2071.11995404,0.028473648186173855
Kepler-715 b,15.204,2016,Neptune-like,Transit,0.0933,0.0,0.04247954688483323,0.335,4329.5252064,0.02737850787132101
Kepler-713 b,15.171,2016,Neptune-like,Transit,0.0748,0.0,0.021113908118313405,0.221,3554.6763971999994,0.02026009582477755
Kepler-255 d,15.699,2016,Super Earth,Transit,0.0192,0.0,0.007237256135934549,0.11785714285714287,3432.8897467999996,0.0027378507871321013
TrES-1 b,11.424,2004,Neptune-like,Transit,15.25358028598593,0.07689300021083703,0.84,0.5114834271703597,520.7341464799999,1.7022587894645302
SWEEPS-4 b,18.8,2006,Neptune-like,Transit,15.25358028598593,0.07689300021083703,3.8,0.5114834271703597,27723.26,1.7022587894645302
SWEEPS-11 b,19.83,2006,Gas Giant,Transit,0.03,0.07689300021083703,9.7,1.13,27723.26,0.004928131416837783
Qatar-1 b,12.692,2010,Gas Giant,Transit,0.02332,0.0,1.294,1.143,605.3944594,0.0038329911019849418
Pr0211 b,12.163,2012,Gas Giant,Radial Velocity,0.03176,0.01,1.88,1.2,595.93267384,0.005749486652977413
OGLE-TR-211 b,15.364,2007,Gas Giant,Transit,0.051,0.0,1.03,1.36,4942.1114056,0.010130047912388775
OGLE-TR-132 b,16.536,2004,Gas Giant,Transit,0.03035,0.6,1.18,1.2,6564.2808872,0.004654346338124572
OGLE-TR-113 b,15.8485,2004,Gas Giant,Transit,0.02289,0.15,1.26,1.093,1847.5400160399997,0.0038329911019849418
OGLE-TR-111 b,16.707,2004,Gas Giant,Transit,0.0473,0.54,0.55,1.019,3484.4223947999994,0.010951403148528405
OGLE2-TR-L9 b,14.718,2008,Gas Giant,Transit,0.0308,0.07689300021083703,4.5,1.61,5308.6129028,0.006844626967830253
Kepler-712 c,16.161,2016,Neptune-like,Transit,0.6732,0.0,0.06607929515418502,0.433,2845.68826908,0.6212183436002738
Kepler-712 b,16.161,2016,Neptune-like,Transit,0.1378,0.0,0.03618628067967275,0.304,2845.68826908,0.057494866529774126
Kepler-711 b,15.635,2016,Neptune-like,Transit,0.1429,0.0,0.03618628067967275,0.304,2037.088837,0.0646132785763176
Kepler-709 b,15.261,2016,Neptune-like,Transit,0.1173,0.0,0.027847702957835115,0.261,2168.4253350799995,0.044079397672826835
Kepler-708 b,15.61,2016,Neptune-like,Transit,0.0426,0.0,0.02803650094398993,0.261,4547.3321832,0.008761122518822724
Kepler-245 e,15.546,2016,Super Earth,Transit,0.04,0.0,0.011674008810572687,0.15625,2809.92200212,0.008761122518822724
Kepler-1187 b,14.73,2016,Neptune-like,Transit,0.1401,0.0,0.02303335431088735,0.233,3328.5198268,0.05174537987679671
Kepler-1186 b,15.367,2016,Neptune-like,Transit,0.1281,0.0,0.017621145374449337,0.19910714285714287,4361.52111,0.044079397672826835
Kepler-1184 b,14.99,2016,Neptune-like,Transit,0.2863,0.0,0.02407174323473883,0.239,3776.3646303999994,0.14674880219028064
Kepler-1183 b,15.968,2016,Neptune-like,Transit,0.1793,0.0,0.026274386406544996,0.252,6259.553336399999,0.07802874743326489
Kepler-1182 b,15.742,2016,Neptune-like,Transit,0.0981,0.0,0.020106985525487727,0.215,5040.3822084,0.030663928815879534
Kepler-1181 b,13.549,2016,Super Earth,Transit,0.0621,0.0,0.009723096286972939,0.14017857142857143,3060.7033505199997,0.013415468856947298
Kepler-1179 b,14.214,2016,Super Earth,Transit,0.0346,0.0,0.007237256135934549,0.11785714285714287,1354.2160198,0.007392197125256674
Kepler-1178 b,14.212,2016,Super Earth,Transit,0.1596,0.0,0.0039018250471994963,0.0955357142857143,1573.0079877199998,0.08706365503080082
Kepler-1177 b,14.773,2016,Super Earth,Transit,0.4301,0.0,0.01343612334801762,0.16964285714285715,4239.9301532,0.29075975359342915
Kepler-1175 b,15.972,2016,Neptune-like,Transit,0.2181,0.0,0.029011957205789807,0.267,3659.1115484,0.10376454483230664
Kepler-1174 b,14.271,2016,Super Earth,Transit,0.0732,0.0,0.009911894273127752,0.14196428571428574,4594.72265,0.0188911704312115
Kepler-1173 b,13.896,2016,Terrestrial,Transit,0.0157,0.0,0.002013845185651353,0.07946428571428572,1229.8038136,0.002190280629705681
Kepler-1172 b,16.083,2016,Neptune-like,Transit,0.168,0.0,0.03241032095657646,0.285,4261.3259868,0.07118412046543464
Kepler-1170 b,16.204,2016,Neptune-like,Transit,0.088,0.0,0.020106985525487727,0.215,3426.105702,0.02737850787132101
Kepler-1169 b,12.707,2016,Terrestrial,Transit,0.0709,0.0,0.0024512271869100064,0.08392857142857144,1705.2185838799999,0.016700889801505817
Kepler-1168 b,15.755,2016,Neptune-like,Transit,0.2663,0.0,0.021397105097545624,0.223,2454.86531896,0.15277207392197126
Kepler-1167 b,16.047,2016,Super Earth,Transit,0.0175,0.0,0.011233480176211452,0.15267857142857144,2677.4309117999996,0.0027378507871321013
Kepler-1165 b,14.521,2016,Super Earth,Transit,0.0914,0.0,0.009502831969792323,0.13839285714285715,5137.609312,0.026009582477754964
Kepler-1164 b,14.321,2016,Super Earth,Transit,0.0457,0.0,0.0045940843297671485,0.10000000000000002,1407.7610503199999,0.010951403148528405
Kepler-1163 b,12.208,2016,Super Earth,Transit,0.0685,0.0,0.0033983637507866583,0.09196428571428572,1561.1359093199999,0.016700889801505817
Kepler-1161 b,16.163,2016,Neptune-like,Transit,0.0784,0.0,0.016299559471365636,0.19017857142857142,1786.44121256,0.029295003422313483
